Pack,Product Name,Mother Pack,Lead Pack,Brand,CAT,BU,CS,Grw Wgt,Net Wgt,DM3,Product_Code
12162748,NESTOGEN 2 FU Infant FormulaBIB24x450gIN,NESTOGEN 2 Infant Formula BIB 400g,12199839,IN NSB : Nestogen 2,INFANT NUTRITION,NN,24.0,13.4,10.8,44.402,12162748
12199839,NESTOGEN 2 FU Inf Formula BIB 24x400g IN,NESTOGEN 2 Infant Formula BIB 400g,12199839,IN NSB : Nestogen 2,INFANT NUTRITION,NN,24.0,12.17,9.6,63.162,12199839
12402570,NESTOGEN 2 FU IF BIB 24x400g LN003A-5 IN,NESTOGEN 2 Infant Formula BIB 400g,12199839,IN NSB : Nestogen 2,INFANT NUTRITION,NN,24.0,12.17,9.6,43.329,12402570
12484497,NESTLE NESTOGEN2 BIB 24x400g LN003A-6 IN,NESTOGEN 2 Infant Formula BIB 400g,12199839,IN NSB : Nestogen 2,INFANT NUTRITION,NN,24.0,11.921,9.6,43.329,12484497
12497646,NESTLE NESTOGEN2 BIB 24x400g INLE055 IN,NESTOGEN 2 Infant Formula BIB 400g,12199839,IN NSB : Nestogen 2,INFANT NUTRITION,NN,24.0,11.921,9.6,43.329,12497646
12043324,NESTUM STAGE 1 Rice Bag In Box 24x375gIN,NESTUM STAGE 1 Rice BIB 300g,12355196,IN NSB : Nestum 1,INFANT NUTRITION,NN,24.0,11.1,9.0,48.407,12043324
12199051,NESTUM STAGE 1 Rice BIB 24x300g IN,NESTUM STAGE 1 Rice BIB 300g,12355196,IN NSB : Nestum 1,INFANT NUTRITION,NN,24.0,9.725,7.2,45.158,12199051
12355196,NESTUM STAGE 1 Rice BIB 24x300g N1 IN,NESTUM STAGE 1 Rice BIB 300g,12355196,IN NSB : Nestum 1,INFANT NUTRITION,NN,24.0,9.8,7.2,45.349,12355196
12381605,NESTUM STAGE 1 Rice BIB 24x300g N2 IN,NESTUM STAGE 1 Rice BIB 300g,12355196,IN NSB : Nestum 1,INFANT NUTRITION,NN,24.0,9.8,7.2,46.642,12381605
12458516,NESTUM STAGE 1 Rice BIB 24x300g N3 IN,NESTUM STAGE 1 Rice BIB 300g,12355196,IN NSB : Nestum 1,INFANT NUTRITION,NN,24.0,9.625,7.2,43.329,12458516
12497667,NESTUM STAGE 1 Rice BIB 24x300g N3 NV IN,NESTUM STAGE 1 Rice BIB 300g,12355196,IN NSB : Nestum 1,INFANT NUTRITION,NN,24.0,9.65,7.2,46.642,12497667
12043326,NESTUM STAGE 2 Rice Dal BIB 24x375g IN,NESTUM STAGE 2 Rice Veg BIB 300g,12355199,IN NSB : Nestum 2,INFANT NUTRITION,NN,24.0,11.2,9.0,48.407,12043326
12199173,NESTUM STAGE 2 Rice Dal BIB24x300gIN,NESTUM STAGE 2 Rice Veg BIB 300g,12355199,IN NSB : Nestum 2,INFANT NUTRITION,NN,24.0,9.95,7.2,45.158,12199173
12309736,NESTUM STAGE 2 Rice Veg BIB24x300gIN,NESTUM STAGE 2 Rice Veg BIB 300g,12355199,IN NSB : Nestum 2,INFANT NUTRITION,NN,24.0,9.725,7.2,45.158,12309736
12355199,NESTUM STAGE 2 Rice Veg BIB24x300 N1 IN,NESTUM STAGE 2 Rice Veg BIB 300g,12355199,IN NSB : Nestum 2,INFANT NUTRITION,NN,24.0,9.8,7.2,45.349,12355199
12382567,NESTUM STAGE 2 Rice Veg BIB24x300 N2 IN,NESTUM STAGE 2 Rice Veg BIB 300g,12355199,IN NSB : Nestum 2,INFANT NUTRITION,NN,24.0,9.625,7.2,43.329,12382567
12497089,NESTUM STAGE 2 RiceVegBIB24x300 N2 NV IN,NESTUM STAGE 2 Rice Veg BIB 300g,12355199,IN NSB : Nestum 2,INFANT NUTRITION,NN,24.0,9.65,7.2,46.642,12497089
12043328,NESTUM STAGE 3 Rice Fruit BIB 24x375g IN,NESTUM STAGE 3 Rice Fruits BIB 300g,12355198,IN NSB : Nestum 3,INFANT NUTRITION,NN,24.0,11.0,9.0,48.407,12043328
12199050,NESTUM STAGE 3 Rice 3 Frt BIB24x300gIN,NESTUM STAGE 3 Rice Fruits BIB 300g,12355198,IN NSB : Nestum 3,INFANT NUTRITION,NN,24.0,9.49,7.2,35.851,12199050
12311024,NESTUM STG3 Rice Fruits BIB 24x300g IN,NESTUM STAGE 3 Rice Fruits BIB 300g,12355198,IN NSB : Nestum 3,INFANT NUTRITION,NN,24.0,9.725,7.2,41.769,12311024
12355198,NESTUM STG3 Rice Fruits BIB 24x300 N1 IN,NESTUM STAGE 3 Rice Fruits BIB 300g,12355198,IN NSB : Nestum 3,INFANT NUTRITION,NN,24.0,9.8,7.2,45.349,12355198
12382799,NESTUM STAGE 3 Rice Fruits 24x300g N2 IN,NESTUM STAGE 3 Rice Fruits BIB 300g,12355198,IN NSB : Nestum 3,INFANT NUTRITION,NN,24.0,9.625,7.2,43.329,12382799
12497610,NESTUM STAGE 3 RiceFruit 24x300gN2 NV IN,NESTUM STAGE 3 Rice Fruits BIB 300g,12355198,IN NSB : Nestum 3,INFANT NUTRITION,NN,24.0,9.65,7.2,46.642,12497610
12531858,NIDO FORTIGROW 6x2.5kg Can IN,NIDO FORTIGROW 2.5kg Can IN,12531858,IN NSB : NIDO -- ND,INFANT NUTRITION,NN,6.0,17.9,15.0,26.729,12531858
12504124,NIDO FORTIGROW 24x400g Can IN,NIDO FORTIGROW 24x400g Can IN,12504124,IN NSB : NIDO -IMP,SI,SI,24.0,12.2,9.6,26.729,12504124
12531890,NIDO FORTIGROW 12x900g Can IN,NIDO FORTIGROW 900G Can IN,12531890,IN NSB : NIDO -- ND,INFANT NUTRITION,NN,12.0,13.2,10.8,26.729,12531890
12278191,NOVASOURCE NUTRIHEP VNLA 12x400g IN,NOVASOURCE NUTRIHEP Vanilla 400g,12278191,IN HCN : Novasource NutriHep,HCN,HCN,12.0,7.5,4.8,41.58,12278191
12534134,RESOURCE HEPATIC 12x400g ACD551 IN,NOVASOURCE NUTRIHEP Vanilla 400g,12278191,IN HCN : Novasource NutriHep,HCN,HCN,12.0,7.48,4.8,43.988,12534134
12434597,OPTIFAST Chocolate 12x400g IN,OPTIFAST Chocolate 400g,12434597,IN HCN : Optifast VLCD,HCN,HCN,12.0,7.5,4.8,43.988,12434597
12443404,OPTIFAST Chocolate 12x400g N1 IN,OPTIFAST Chocolate 400g,12434597,IN HCN : Optifast VLCD,HCN,HCN,12.0,7.4,4.8,43.988,12443404
12510836,OPTIFAST Chocolate 12x400g N2 IN,OPTIFAST Chocolate 400g,12434597,IN HCN : Optifast VLCD,HCN,HCN,12.0,7.47,4.8,43.988,12510836
12521522,OPTIFAST VANILLA 12(4x50g) IN,OPTIFAST VANILLA 12(4x50g) IN,12521522,IN HCN : Optifast VLCD,HCN,HCN,12.0,4.0,2.4,26.374,12521522
12458522,OPTIFAST VANILLA 12x400g IN,OPTIFAST Vanilla 400g,12458522,IN HCN : Optifast VLCD,HCN,HCN,12.0,7.5,4.8,43.988,12458522
12510833,OPTIFAST VANILLA 12x400g N1 IN,OPTIFAST Vanilla 400g,12458522,IN HCN : Optifast VLCD,HCN,HCN,12.0,7.42,4.8,43.988,12510833
12470185,OPTIFAST VANILLA 48x50g IN,OPTIFAST VANILLA 48x50g IN,12470185,IN HCN : Optifast VLCD,HCN,HCN,48.0,3.2,2.4,20.774,12470185
12384387,PEPTAMEN ACE006 12x400g IN,PEPTAMEN ACE006 400g,12384387,IN HCN : Peptamen,HCN,HCN,12.0,6.39,4.8,19.845,12384387
12445333,PEPTAMEN ACE006-1 12x400g IN,PEPTAMEN ACE006 400g,12384387,IN HCN : Peptamen,HCN,HCN,12.0,6.39,4.8,19.845,12445333
12224414,PEPTAMEN ACE-2 12x400g N5 IN,PEPTAMEN ACE-2 400g,12224414,IN HCN : Peptamen,HCN,HCN,12.0,6.4,4.8,19.617,12224414
12155629,PEPTAMEN JNR Van Pwdr ACE002-1 12x400gIN,PEPTAMEN JUNIOR ACE002-1 400g,12320845,IN HCN : Peptamen Junior,HCN,HCN,12.0,6.3,4.8,17.215,12155629
12193604,PEPTAMEN JUNIOR ACE002-1 12x400g N5 IN,PEPTAMEN JUNIOR ACE002-1 400g,12320845,IN HCN : Peptamen Junior,HCN,HCN,12.0,6.4,4.8,19.184,12193604
12320845,PEPTAMEN JUNIOR ACE002-2 12x400g IN,PEPTAMEN JUNIOR ACE002-1 400g,12320845,IN HCN : Peptamen Junior,HCN,HCN,12.0,6.39,4.8,19.845,12320845
12527247,POLO Assorted Grey Box 16x720g IN,POLO Assorted Grey Box 720g,12527247,IN C&C : Polo,CONFECTIONARY,F&B,16.0,14.92,11.52,42.13,12527247
12589284,POLO BUBBLE MINT 24(24x24g) IN,POLO BUBBLE MINT 24g,12589284,IN C&C : Polo,CONFECTIONARY,F&B,576.0,15.91,13.824,36.34,12589284
12372120,POLO Cinnamon 10(45x10.5g) IN,POLO Cinnamon 10.5g,12372120,IN C&C : Polo,CONFECTIONARY,F&B,450.0,6.2,4.725,22.464,12372120
12371315,POLO Container 16((2x23)x15g) IN,POLO Container 15g,12371315,IN C&C : Polo,CONFECTIONARY,F&B,736.0,14.7,11.04,56.1,12371315
12396316,POLO Hinge Container 16((2x23)x15g) IN,POLO Container 15g,12371315,IN C&C : Polo,CONFECTIONARY,F&B,736.0,14.1,11.04,41.585,12396316
12374166,POLO Cool Rush 30(30x10.5g) IN,POLO Cool Rush 10.5g,12374166,IN C&C : Polo,CONFECTIONARY,F&B,900.0,12.6,9.45,39.986,12374166
12445985,POLO Extra Strong 24(24x24g) IN,POLO Extra Strong 24g,12445985,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.398,13.824,36.34,12445985
12473263,POLO Extra Strong Cntnr 16((30+2)x24g)IN,POLO Extra Strong 24g,12445985,IN C&C : Polo,CONFECTIONARY,F&B,512.0,15.164,12.288,43.214,12473263
12503593,POLO Extra Strong 24(24x24g) N1 IN,POLO Extra Strong 24g,12445985,IN C&C : Polo,CONFECTIONARY,F&B,576.0,15.91,13.824,36.34,12503593
12557963,POLO Extra Strong 24(24x24g)N1 IN,POLO Extra Strong 24g,12445985,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.38,13.824,36.34,12557963
12105908,POLO Mint Box 24(20x28.12g) IN,POLO Fridge Jug 6g,12105908,IN C&C : Polo,CONFECTIONARY,F&B,480.0,15.2,13.498,22.265,12105908
12359866,POLO Holes Flip 12(12x9g) IN,POLO Holes Flip 9g,12359866,IN C&C : Polo,CONFECTIONARY,F&B,144.0,8.5,1.296,41.055,12359866
12460038,POLO Home Pack 36(50x6g) IN,POLO Home Pack 50x6g,12460038,IN C&C : Polo,CONFECTIONARY,F&B,36.0,13.3,10.8,30.923,12460038
12586015,POLO LIME Roll 27(28x12g) IN,POLO LIME Roll 12g,12586015,IN C&C : Polo,CONFECTIONARY,F&B,756.0,10.54,9.072,16.704,12586015
12150763,POLO Mini Box 36(48x7.81g) IN,POLO Mini Box 6g,12329840,IN C&C : Polo,CONFECTIONARY,F&B,1728.0,17.0,13.496,24.846,12150763
12227262,POLO Mini Box 36(60x6.2g) IN,POLO Mini Box 6g,12329840,IN C&C : Polo,CONFECTIONARY,F&B,2160.0,15.7,13.392,27.246,12227262
12329840,POLO Mini Box 36(50X6g) IN,POLO Mini Box 6g,12329840,IN C&C : Polo,CONFECTIONARY,F&B,1800.0,13.2,10.8,30.923,12329840
11340278,POLO Mini Jar 48(30x9.375g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1440.0,16.8,13.5,47.355,11340278
12113150,POLO Mini Jar 36(50x7.81g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1800.0,17.7,14.058,52.333,12113150
12227263,POLO Mini Jar 36(65x6.2g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,2340.0,18.3,14.508,58.65,12227263
12254035,POLO Mini Jar 36(65x6.24g) N1 IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,36.0,18.3,14.602,58.65,12254035
12329839,POLO Mini Jar 15(100X6g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1500.0,11.1,9.0,27.75,12329839
12365125,POLO Mini Jar 15((97+5)x6g) PR 5 Unit IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1530.0,11.3,9.18,27.75,12365125
12369433,POLO Fridge Jug 12(130x6g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1560.0,11.2,9.36,37.206,12369433
12378315,POLO Mini Jar 10(100x6g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1000.0,7.8,6.0,22.464,12378315
12390951,POLO Mini Jar 10((97+5)x6g) PR 5U IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1020.0,7.7,6.12,22.464,12390951
12399544,POLO Mini Jar 10(100x6g) PR Love IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1000.0,7.8,6.0,22.464,12399544
12401032,POLO Fridge Jug 12(130x6g) PR LOVE IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1560.0,11.2,9.36,37.206,12401032
12417695,POLO Fridge Jug 12(130x6g) PR Themat IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1560.0,11.7,9.36,37.206,12417695
12421901,POLO Mini Jar 10((97+5)x6g) PR Themat IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1020.0,7.6,6.12,22.464,12421901
12434902,POLO Mini Jar 16(100x6g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1600.0,12.6,9.6,33.672,12434902
12438501,POLO Mini 12(120x7.5g) PR 25% Extra IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1440.0,13.3,10.8,37.527,12438501
12443239,POLO Fridge Jug 12((124+6)x6g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1560.0,11.2,9.36,36.223,12443239
12452257,POLO Mini Crystal Jug 12((124+6)x6g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1560.0,11.644,9.36,36.3,12452257
12483209,POLO Mini Crystal Jug12((124+6)x6g)N1 IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1560.0,11.36,9.36,36.3,12483209
12483212,POLO Mini Jar 16(100x6g) N1 IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1600.0,11.98,9.6,33.12,12483212
12519203,POLO Mini Jar 12((124+6)x6g) IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1560.0,11.87,9.36,36.3,12519203
12559182,POLO Mini Jar 16(100x6g) N2 IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1600.0,12.6,9.6,33.12,12559182
12610049,POLO Mini Jar 16(100x6g) N3 IN,POLO Mini Jar 6g,12329839,IN C&C : Polo,CONFECTIONARY,F&B,1600.0,11.98,9.6,33.12,12610049
12254039,POLO Mint Big Roll24(17x31.2g)PR 1UFr IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,408.0,14.4,12.73,23.248,12254039
12329836,POLO Mint Big Roll 24(17x30g) IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,408.0,13.8,12.24,23.4,12329836
12336807,POLO Mint Big Roll 24(17x30g) PRTag IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,408.0,14.941,12.24,28.053,12336807
12396249,POLO Roll 24(17x30g) PR Love IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,408.0,13.8,12.24,23.174,12396249
12417696,POLO Roll 24(17x30g) PR Thematic IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,408.0,13.8,12.24,23.174,12417696
12436626,POLO Roll 24(17x30g) PR B Single IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,408.0,13.9,12.24,23.174,12436626
12445986,POLO Big Roll 24(24x24g) IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.43,13.824,36.044,12445986
12484492,POLO Big Roll 24(24x24g) N1 IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,15.91,13.824,36.34,12484492
12480351,POLO Big Roll 24(24x24g) PR Gaana IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,15.91,13.824,36.34,12480351
12525184,POLO Big Roll 24(24x24g) T-SHIRT IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,15.91,13.824,36.34,12525184
12534892,POLO Big Roll 24((23+1)x24g) IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,15.91,13.824,36.34,12534892
12542286,POLO Big Roll 24(24x24g) Myntra IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,15.91,13.824,36.34,12542286
12557962,POLO Big Roll 24((23+1)x24g) N2 IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.43,13.824,36.044,12557962
12555479,POLO Big Roll 24(24x24g) N2 IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.43,13.824,36.044,12555479
12559968,POLO Big Roll 24((23+1)x24g) Boat IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.43,13.824,36.044,12559968
12572275,POLO Big Roll 24(24x24g) SPOTIFY IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.43,13.824,36.044,12572275
12587384,POLO 24((23+1)x24g) PR TSS IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.43,13.824,36.044,12587384
12598053,POLO Big Roll 24(24x24g)DEADPOOL IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.43,13.824,36.044,12598053
12610063,POLO Big Roll 24(24x24g)N3 IN,POLO Mint Big Roll 30g,12329836,IN C&C : Polo,CONFECTIONARY,F&B,576.0,16.8,13.824,36.044,12610063
12132655,POLO Mint Roll Big Jar 9(60x28.125g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,540.0,17.6,15.188,41.909,12132655
12171400,POLO Mint Roll Big Jar 9(60x25g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,540.0,15.7,13.5,37.768,12171400
12225325,POLO Mint Roll Big Jar 9(60x21.8g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,540.0,14.0,11.772,35.717,12225325
12254038,POLO Mint Roll Big Jar 9(60x17.16g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,540.0,11.0,9.266,29.546,12254038
12328472,POLO Mint Roll 9((60+4)17.16g) PR 4 U IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,576.0,11.8,9.884,28.397,12328472
12329837,POLO Mint Roll 9(60x15g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,540.0,10.0,8.1,28.397,12329837
12339624,POLO Mint Roll Jar 10(45X15g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,450.0,8.217,6.75,22.464,12339624
12356751,POLO Jar 9(60x16.5g) PR 10% IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,540.0,10.8,8.91,28.397,12356751
12371685,POLO Big Jar 12((70+5)x15g) PR 5Unit  IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,900.0,16.1,13.5,55.463,12371685
12399547,POLO Big Jar 12((70+5)x15g) PR LOVE IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,900.0,16.1,13.5,55.463,12399547
12418673,POLO Big Roll Jar 9(60x15g) PR Themat IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,540.0,10.04,8.1,28.397,12418673
12425817,POLO Big Roll Jar 16((42+3)x15g)PR 3U IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,720.0,13.2,10.8,34.2,12425817
12434784,POLO BigRoll Jar12((68+4)x15g)PR BSgl IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,15.5,12.96,37.527,12434784
12434790,POLO Big Roll Jar 12((68+4)x15g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,15.09,12.96,37.527,12434790
12436660,POLO BigRoll Jar16((43+2)x15g)PR B SglIN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,720.0,13.26,10.8,33.12,12436660
12439115,POLO Roll Jar 16((43+2)x15g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,720.0,13.26,10.8,33.12,12439115
12445984,POLO Big Roll Jar 12(72x15g) PR Pen IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,12.0,15.432,12.96,37.527,12445984
12457770,POLO Jar 12((70+5)x16.5g) PR10% Extra IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,900.0,17.43,14.85,55.463,12457770
12482625,POLO Big Roll Jar 12((68+4)x15g) N1 IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,15.39,12.96,37.527,12482625
12484491,POLO Jar 12((70+5)x16.5g)PR 10% Extra IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,900.0,17.43,14.85,55.463,12484491
12484488,POLO Roll Jar 16((43+2)x15g) N1 IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,720.0,13.12,10.8,34.2,12484488
12525214,POLO Roll Jar 12((68+4)x15g)T-SHIRT IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,15.39,12.96,37.527,12525214
12531859,POLO Big Roll Jar 12((68+4)x12g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,12.75,10.368,37.527,12531859
12538022,POLO BigRoll Jar12((68+4)x12g)Myntra IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,12.51,10.368,37.527,12538022
12558005,POLO Big Roll Jar 12((68+4)x12g)N1 IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,12.73,10.368,37.527,12558005
12573516,POLO Big Roll Jar 12((68+4)x13.5g) IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,360.0,13.674,11.664,37.527,12573516
12610140,POLO Big Roll Jar 12((68+4)x12g)N2 IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,12.73,10.368,37.527,12610140
12610062,POLO Big Roll Jar 12((68+4)x13.5g)N1 IN,POLO Mint Roll Big Jar 15g,12329837,IN C&C : Polo,CONFECTIONARY,F&B,864.0,14.0,11.664,37.527,12610062
11340274,POLO Mint Box 24(20x31.25g) IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,480.0,16.6,15.0,24.786,11340274
12165822,POLO Mint Roll 24(20x25) IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,480.0,13.8,12.0,19.851,12165822
12176900,POLO Mint Roll Grey Box 12(40x25g) IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,480.0,13.3,12.0,21.587,12176900
12225781,POLO Mint Roll 30(20x21.8) IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,600.0,14.7,13.08,23.059,12225781
12254037,POLO Mint Roll 27(22x17.16g) PR 1U Fr IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,594.0,11.5,10.193,19.948,12254037
12261675,POLO Mint Roll 27(22x17.16g) N1 IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,594.0,11.5,10.193,19.948,12261675
12314544,POLO Mint Roll 27(23x17.16g) PR 2U Fr IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,12.3,10.656,20.587,12314544
12316818,POLO Mint Roll 27(23x17.16g) IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,12.0,10.656,20.587,12316818
12327542,POLO Mint Roll30(20x21.8g)PR 25%extra IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,600.0,15.0,13.08,22.04,12327542
12329838,POLO Mint Roll 27(23x15g) IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,10.6,9.315,18.82,12329838
12336805,POLO Mint Roll 27(23x15g) PR Tag IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,11.263,9.315,21.527,12336805
12356666,POLO Mint Roll 27(23x16.5g) PR 10% IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,11.6,10.246,18.592,12356666
12396315,POLO Big Roll Box 27(23x15g) PR Love IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,10.8,9.315,18.592,12396315
12413075,POLO Big Roll 24((30+2)x15g) IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,768.0,13.2,11.52,22.325,12413075
12418699,POLO Big Roll Box27(23x15g) PR Themat IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,10.76,9.315,18.592,12418699
12436642,POLO Roll Box 27(23x15g)PR B Single IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,10.76,9.315,18.64,12436642
12483306,POLO Mint Roll 27(23x15g) N1 IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,10.61,9.315,18.64,12483306
12483220,POLO Mint Roll 27(23x16.5g) PR 10% N1 IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,11.66,10.246,55.463,12483220
12516023,POLO Mint Roll 27((22+1)x15g) IN,POLO Mint Roll Box 15g,12329838,IN C&C : Polo,CONFECTIONARY,F&B,621.0,10.61,9.315,18.64,12516023
