Ticket_Number,Product_Code,Brand,CAT,BU,SKU_Name,Mapping_Status
601383-20260402-110820,,Not Available,Not Available,Not Available,NESTLE NESTOGEN1 BIB24x400gINNN004-1NRIN,Not Available
601383-20260323-172313,,Not Available,Not Available,Not Available,EVERYDAY DW 12x1kg NR IN; MAGGI H&S Sce Doy 6(16x75g) N2 IN,Not Available
601383-20260313-125242,,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available
601383-20260313-130835,,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available
601383-20260305-124702,,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available
601383-20260124-105342,,Not Available,Not Available,Not Available,CERELAC STG 4MU Dal Veg 24x300g ZS IN,Not Available
601383-20260112-184305,12559238,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Product Name MAGGI 2-MIN Spicy Garlic 24x248g IN,Exact Product Code Match
601383-20260112-184614,12559238,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Product Name MAGGI 2-MIN Spicy Garlic 24x248g IN,Exact Product Code Match
601383-20260102-184610,12585176,IN NSB : Lactogen 3,INFANT NUTRITION,NN,Product Name LACTOGEN PRO 3 BIB 24x400g INJE087 IN,Exact Product Code Match
601383-20260102-184610,12610495,IN SSD : EveryDay DW,DAIRY,F&B,Product Name LACTOGEN PRO 3 BIB 24x400g INJE087 IN,Exact Product Code Match
601383-20260102-185140,12559339,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Product Name MAGGI 2-MINN Spicy Manchurian 96x61g IN,Exact Product Code Match
601383-20260102-185406,12621098,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,Product Name KIT KAT Gooey Salted Crml 10(6x112g) IN,Exact Product Code Match
7291479-20260628-185240,12601932,IN NSB : Cerelac 1,INFANT NUTRITION,NN,CERELAC STG1 Wheat Apple ZS 24x350g IN,Exact Product Code Match
7291479-20260609-125525,14520881,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,NESC SUNRISE 48(30x3.8g) Ecom NR4 N1 IN; NESCAFE CLASSIC Dawn Jar 30x45g NR Batc53180452DA,Exact Product Code Match
7291479-20260609-125525,12606197,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,NESC SUNRISE 48(30x3.8g) Ecom NR4 N1 IN; NESCAFE CLASSIC Dawn Jar 30x45g NR Batc53180452DA,Exact Product Code Match
7291479-20260514-174025,12458968,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,NESCAFE GOLD Original Int5 12*100g N1 IN,Exact Product Code Match
7291479-20260506-144003,14176172,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,Product Name NESCAFE Mocha 30x180ml NR IN,Exact Product Code Match
7291479-20260415-120141,12603833,IN CUL : Sauces,CULINARY,F&B,MAGGI Tom Ket 24x190g N1 IN,Exact Product Code Match
7291479-20260413-105208,13680372,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Masala 16x450g N1 IN,Exact Product Code Match
7291479-20260410-110232,12230487,IN SSD : Milkmaid SCM – FS,NP,NP,MILKMAID Partly Skimmed SCM Tin 4x5kg IN; CERELAC STG1 Rice ZS 24x300g IN,Exact Product Code Match
7291479-20260410-110232,12601933,IN NSB : Cerelac 1,INFANT NUTRITION,NN,MILKMAID Partly Skimmed SCM Tin 4x5kg IN; CERELAC STG1 Rice ZS 24x300g IN,Exact Product Code Match
7291479-20260202-120429,13679901,IN CUL : Noodles,CULINARY,F&B,Maggi 2-MINN Masala 96*75g IN X244,Exact Product Code Match
7291479-20260123-132038,12601907,IN NSB : Cerelac 1,INFANT NUTRITION,NN,CERELAC STG2 Whe App Chry ZS 24x350g IN,Exact Product Code Match
7291479-20260123-132038,12601931,IN NSB : Cerelac 1,INFANT NUTRITION,NN,CERELAC STG2 Whe App Chry ZS 24x350g IN,Exact Product Code Match
7291479-20260123-132038,12607972,IN NSB : Cerelac 2,INFANT NUTRITION,NN,CERELAC STG2 Whe App Chry ZS 24x350g IN,Exact Product Code Match
7291479-20260123-133547,12601755,IN CUL : Sauces,CULINARY,F&B,MAGGI HOT & SWEET 12x1Kg N1 IN,Exact Product Code Match
7291479-20260123-133547,12602711,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,MAGGI HOT & SWEET 12x1Kg N1 IN,Exact Product Code Match
7291479-20260123-133547,12609885,IN NSB : Cerelac 5,INFANT NUTRITION,NN,MAGGI HOT & SWEET 12x1Kg N1 IN,Exact Product Code Match
7339382-20260625-183859,,Not Available,Not Available,Not Available,,Not Available
7339382-20260625-183947,,Not Available,Not Available,Not Available,,Not Available
7339382-20260625-184430,,Not Available,Not Available,Not Available,,Not Available
7339382-20260625-184532,,Not Available,Not Available,Not Available,,Not Available
7339382-20260623-125232,,Not Available,Not Available,Not Available,,Not Available
7339382-20260623-133501,,Not Available,Not Available,Not Available,,Not Available
7339382-20260318-191938,,Not Available,Not Available,Not Available,,Not Available
7339382-20260213-201959,,Not Available,Not Available,Not Available,,Not Available
7096754-20260616-184636,,Not Available,Not Available,Not Available,,Not Available
7096754-20260519-175818,,Not Available,Not Available,Not Available,,Not Available
3643313-20260623-172831,,Not Available,Not Available,Not Available,,Not Available
4685760-20260604-122459,,Not Available,Not Available,Not Available,,Not Available
4685760-20260511-114629,,Not Available,Not Available,Not Available,,Not Available
4685760-20260219-115726,12499557,IN C&B : Sunrise Extra - FS,NP,NP,PRODUCT DESC: NESCAFE SUNRISE STRONG 12(5X200g) IN,Exact Product Code Match
4685760-20260204-114206,12602687,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,,Exact Product Code Match
4685760-20260105-121032,,Not Available,Not Available,Not Available,"BILLED; MAGGI CUPPA CHILLI NDLS 48X70G N2 IN; MAGGI CUPPA MASALA NOODLES 48X70G,",Not Available
4808207-20260119-161513,,Not Available,Not Available,Not Available,,Not Available
7466101-20260425-135952,,Not Available,Not Available,Not Available,,Not Available
601408-20260625-103410,,Not Available,Not Available,Not Available,,Not Available
601408-20260625-105526,,Not Available,Not Available,Not Available,,Not Available
601408-20260409-091137,,Not Available,Not Available,Not Available,,Not Available
601408-20260409-092332,,Not Available,Not Available,Not Available,,Not Available
601408-20260327-144038,,Not Available,Not Available,Not Available,,Not Available
5444484-20260128-124659,12359021,IN C&B : Sunrise Extra - FS,NP,NP,SUNRISE EXTRA 12(5*200G),Exact Product Code Match
5444484-20260120-132834,13632235,IN NSB : Lactogen 2,INFANT NUTRITION,NN,LACTOGEN 2 (24*400G),Exact Product Code Match
5444484-20260120-134750,13678304,IN CUL : MAGGI NDLS-SpecialMasala,CULINARY,F&B,MAGGI SPEC MAS 24*300G,Exact Product Code Match
7038326-20260627-011512,,Not Available,Not Available,Not Available,,Not Available
970494-20260317-181156,,Not Available,Not Available,Not Available,,Not Available
970494-20260317-181351,,Not Available,Not Available,Not Available,,Not Available
970494-20260223-120732,12603840,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,,Exact Product Code Match
1996721-20260509-173238,14378778,IN C&C : Munch,CHOCOLATE,F&B,,Exact Product Code Match
1996721-20260509-173238,12956336,IN C&C : Munch Maxx,CHOCOLATE,F&B,,Exact Product Code Match
1996721-20260509-173238,13718181,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
1996721-20260509-173238,13737115,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
1996721-20260509-173238,14506414,IN NSB : Nestum 3,INFANT NUTRITION,NN,,Exact Product Code Match
1996721-20260509-173238,12610048,IN NSB : Cerelac 3,INFANT NUTRITION,NN,,Exact Product Code Match
1996721-20260509-173238,12518426,IN NSB : NAN PRO 2,INFANT NUTRITION,NN,,Exact Product Code Match
1996721-20260404-150823,13757661,IN C&C : Polo,CONFECTIONARY,F&B,POLO BIG ROLL JAR 12((68+4)X13.5G)4UFr IN,Exact Product Code Match
1996721-20260121-152812,,Not Available,Not Available,Not Available,,Not Available
7319065-20260609-180858,,Not Available,Not Available,Not Available,,Not Available
7319065-20260207-083000,,Not Available,Not Available,Not Available,,Not Available
7453150-20260601-141540,,Not Available,Not Available,Not Available,,Not Available
7453150-20260307-120657,,Not Available,Not Available,Not Available,SHORTAGE RECEIVED ON 04-03-2026 1.; MILKYBAR moosha Ctln 12(15x40.5g) IN - 1CS; MAGGI Ntr-Ics Atta 96x72.5g RC 2 IN- 20PCS,Not Available
601426-20260411-131123,13680372,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Masala 16x450g N1 IN,Exact Product Code Match
3101322-20260514-173128,13688323,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Mas Pbg 5((23+1)x75g) N3 IN,Exact Product Code Match
3101322-20260514-173629,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,MILKMAID SCM EOE Tin 48x 380g N2 IN,Exact Product Code Match
3101322-20260302-143642,13767984,IN C&C : Polo,CONFECTIONARY,F&B,POLO Mini Jar12(120x7.5g)IN,Exact Product Code Match
6958240-20260401-120255,13679901,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
6958240-20260401-120255,13680372,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
6958240-20260307-123006,,Not Available,Not Available,Not Available,,Not Available
601440-20260406-122308,,Not Available,Not Available,Not Available,,Not Available
7256641-20260623-144527,14511910,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,NESC SUNRISE Jar 12x90g PR Mug Fr NR4 IN,Exact Product Code Match
7256641-20260615-114056,12606043,IN CUL : Sauces,CULINARY,F&B,Product Des :MAGGI HOT & SWEET 24x200g N2 IN,Exact Product Code Match
7256641-20260529-114302,12603818,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,Product Des :NESCAFE SUNRISE Stabilo 80x90g TN NR IN,Exact Product Code Match
7256641-20260529-121419,12624782,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,KIT KAT Tablet Caramel 12(12x50g)N4 IN,Exact Product Code Match
7256641-20260526-122529,14508794,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,Product Name NESCAFE CLAS Jar 24x90g PR 70 Off IN,Exact Product Code Match
7256641-20260526-122640,12559339,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Product Name MAGGI 2-MINN Spicy Manchurian 96x61g IN,Exact Product Code Match
7256641-20260526-122753,,Not Available,Not Available,Not Available,,Not Available
7256641-20260511-145124,13718181,IN C&C : Kitkat,CHOCOLATE,F&B,KIT KAT 2F 24(30x22.1g) In,Exact Product Code Match
7256641-20260422-162520,,Not Available,Not Available,Not Available,,Not Available
7256641-20260408-120856,12516486,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,NESC RTD Int 30x180ml NR PaperStrw N1,Exact Product Code Match
7256641-20260403-111917,13776709,IN C&C : Milkybar Choo,CHOCOLATE,F&B,MILKYBAR Moosha Ctln 12(15x40.5g) IN,Exact Product Code Match
7083699-20260516-123051,,Not Available,Not Available,Not Available,,Not Available
7216265-20260516-190556,,Not Available,Not Available,Not Available,,Not Available
7216265-20260502-180620,,Not Available,Not Available,Not Available,,Not Available
7216265-20260228-113713,,Not Available,Not Available,Not Available,,Not Available
7216265-20260228-114532,,Not Available,Not Available,Not Available,no- 1099838082 Kitkat Tablet Caramel - 1 cs (90 rs ) batch code- 60370454x2 Above,Not Available
7216265-20260131-175656,12620350,IN C&C : Kitkat-IMP,SI,SI,,Exact Product Code Match
7060882-20260212-134807,12567336,IN SSD : MILO RTD,DAIRY,F&B,,Exact Product Code Match
6077584-20260424-132423,,Not Available,Not Available,Not Available,,Not Available
7231947-20260313-143322,,Not Available,Not Available,Not Available,,Not Available
7231947-20260313-144159,,Not Available,Not Available,Not Available,,Not Available
601476-20260611-121617,,Not Available,Not Available,Not Available,,Not Available
601476-20260525-133657,,Not Available,Not Available,Not Available,,Not Available
601476-20260403-160256,12610095,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
6310775-20260328-194016,,Not Available,Not Available,Not Available,,Not Available
6310775-20260309-212852,,Not Available,Not Available,Not Available,,Not Available
6310775-20260213-132935,,Not Available,Not Available,Not Available,,Not Available
7459084-20260605-133446,12400230,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,SUPERCOAT ADULT 20KG; SUPERCOAT ADULT 10KG,Exact Product Code Match
7459084-20260605-133446,12353192,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,SUPERCOAT ADULT 20KG; SUPERCOAT ADULT 10KG,Exact Product Code Match
7459084-20260603-120404,12518403,IN PP: PROPLAN Puppy,PETCARE,PETCARE,PRODUCT CODE : PRO PLAN PUPPY Large Breed Chkn 15kg XI,Exact Product Code Match
7459084-20260603-120404,12518384,IN PP: PROPLAN Puppy,PETCARE,PETCARE,PRODUCT CODE : PRO PLAN PUPPY Large Breed Chkn 15kg XI,Exact Product Code Match
7459084-20260603-120404,12353195,TH Pet DryDogPremium 0-1500g,PETCARE,PETCARE,PRODUCT CODE : PRO PLAN PUPPY Large Breed Chkn 15kg XI,Exact Product Code Match
7459084-20260603-123245,12353192,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,SUPERCOAT ALL BREED ADULT 10KG; SUPERCOAT PUPPY CHICKEN 10KG; PROPLAN ADULT PERFORMANCE 12KG,Exact Product Code Match
7459084-20260603-123245,12353195,TH Pet DryDogPremium 0-1500g,PETCARE,PETCARE,SUPERCOAT ALL BREED ADULT 10KG; SUPERCOAT PUPPY CHICKEN 10KG; PROPLAN ADULT PERFORMANCE 12KG,Exact Product Code Match
7459084-20260603-123245,12518385,IN PP: PROPLAN Adult,PETCARE,PETCARE,SUPERCOAT ALL BREED ADULT 10KG; SUPERCOAT PUPPY CHICKEN 10KG; PROPLAN ADULT PERFORMANCE 12KG,Exact Product Code Match
7459084-20260526-170039,,Not Available,Not Available,Not Available,,Not Available
7012481-20260622-121025,,Not Available,Not Available,Not Available,,Not Available
7012481-20260615-125630,,Not Available,Not Available,Not Available,,Not Available
7012481-20260615-130040,,Not Available,Not Available,Not Available,,Not Available
7012481-20260615-130401,,Not Available,Not Available,Not Available,,Not Available
7012481-20260615-130630,,Not Available,Not Available,Not Available,,Not Available
7012481-20260425-165405,,Not Available,Not Available,Not Available,,Not Available
7012481-20260412-180242,,Not Available,Not Available,Not Available,,Not Available
7012481-20260406-141247,,Not Available,Not Available,Not Available,,Not Available
7012481-20260319-135858,,Not Available,Not Available,Not Available,,Not Available
7012481-20260319-140130,,Not Available,Not Available,Not Available,,Not Available
7012481-20260319-140458,,Not Available,Not Available,Not Available,,Not Available
7012481-20260219-130421,,Not Available,Not Available,Not Available,,Not Available
7012481-20260207-150318,,Not Available,Not Available,Not Available,,Not Available
7012481-20260131-124828,,Not Available,Not Available,Not Available,,Not Available
7586580-20260421-122611,12610509,IN SSD : EveryDay DW,DAIRY,F&B,EVERYDAY DW 12x1kg NR KL IN; MAGGI HOT & SWEET 12x1Kg N1 IN; MAGGI HOT & SWEET 24x500g N1 IN,Exact Product Code Match
7586580-20260421-122611,12601755,IN CUL : Sauces,CULINARY,F&B,EVERYDAY DW 12x1kg NR KL IN; MAGGI HOT & SWEET 12x1Kg N1 IN; MAGGI HOT & SWEET 24x500g N1 IN,Exact Product Code Match
7586580-20260421-122611,60650455,Not Available,Not Available,Not Available,EVERYDAY DW 12x1kg NR KL IN; MAGGI HOT & SWEET 12x1Kg N1 IN; MAGGI HOT & SWEET 24x500g N1 IN,Not Available
7586580-20260421-122611,12601761,IN CUL : Sauces,CULINARY,F&B,EVERYDAY DW 12x1kg NR KL IN; MAGGI HOT & SWEET 12x1Kg N1 IN; MAGGI HOT & SWEET 24x500g N1 IN,Exact Product Code Match
7586580-20260421-122611,60720455,Not Available,Not Available,Not Available,EVERYDAY DW 12x1kg NR KL IN; MAGGI HOT & SWEET 12x1Kg N1 IN; MAGGI HOT & SWEET 24x500g N1 IN,Not Available
7566631-20260420-113028,12585137,IN NSB : Lactogen 4,INFANT NUTRITION,NN,,Exact Product Code Match
7566631-20260321-115737,12607948,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,Exact Product Code Match
7566631-20260321-115737,60440453,Not Available,Not Available,Not Available,,Not Available
7566631-20260321-115851,12617857,IN NSB : NAN EXCELLAPRO 1,INFANT NUTRITION,NN,,Exact Product Code Match
7566631-20260321-115851,60260453,Not Available,Not Available,Not Available,,Not Available
7566631-20260321-115946,12616932,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,NESCAFE Iced Frappe Cnd 60x170ml IN; MAG Cuppa Spicy Garlic Ndls 48x70.5g IN,Exact Product Code Match
7566631-20260321-115946,60637742,Not Available,Not Available,Not Available,NESCAFE Iced Frappe Cnd 60x170ml IN; MAG Cuppa Spicy Garlic Ndls 48x70.5g IN,Not Available
7566631-20260321-115946,12630048,IN CUL : Noodles Cup,CULINARY,F&B,NESCAFE Iced Frappe Cnd 60x170ml IN; MAG Cuppa Spicy Garlic Ndls 48x70.5g IN,Exact Product Code Match
7566631-20260321-115946,60410451,Not Available,Not Available,Not Available,NESCAFE Iced Frappe Cnd 60x170ml IN; MAG Cuppa Spicy Garlic Ndls 48x70.5g IN,Not Available
7566631-20260321-115946,13718181,IN C&C : Kitkat,CHOCOLATE,F&B,NESCAFE Iced Frappe Cnd 60x170ml IN; MAG Cuppa Spicy Garlic Ndls 48x70.5g IN,Exact Product Code Match
7566631-20260321-115946,60680454,Not Available,Not Available,Not Available,NESCAFE Iced Frappe Cnd 60x170ml IN; MAG Cuppa Spicy Garlic Ndls 48x70.5g IN,Not Available
6754856-20260611-144828,,Not Available,Not Available,Not Available,,Not Available
6754856-20260611-144938,,Not Available,Not Available,Not Available,,Not Available
6754856-20260611-145138,,Not Available,Not Available,Not Available,,Not Available
6754856-20260407-150200,,Not Available,Not Available,Not Available,,Not Available
6754856-20260214-123639,,Not Available,Not Available,Not Available,,Not Available
6754856-20260120-103243,,Not Available,Not Available,Not Available,,Not Available
7560358-20260314-111112,,Not Available,Not Available,Not Available,,Not Available
7368848-20260109-180454,,Not Available,Not Available,Not Available,,Not Available
7098872-20260212-154243,12584334,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,. Spicy Garlic 100/,Exact Product Code Match
7098872-20260212-154243,12559235,Not Available,Not Available,Not Available,. Spicy Garlic 100/,Not Available
6935414-20260610-141028,13001902,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,14503951,Exact Product Code Match
6935414-20260528-115430,12603852,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
6935414-20260528-115734,13776709,IN C&C : Milkybar Choo,CHOCOLATE,F&B,,Exact Product Code Match
6935414-20260407-124026,12586404,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
6935414-20260407-124442,12586404,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
6935414-20260401-130452,12628829,IN CUL : Noodles,CULINARY,F&B,12586420,Exact Product Code Match
6935414-20260309-190938,12729796,IN CUL : Masala-ae-Magic,CULINARY,F&B,,Exact Product Code Match
6935414-20260225-120405,12616941,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
6819782-20260606-104236,,Not Available,Not Available,Not Available,,Not Available
6819782-20260410-181805,,Not Available,Not Available,Not Available,,Not Available
6819782-20260330-155758,,Not Available,Not Available,Not Available,,Not Available
6819782-20260314-091745,,Not Available,Not Available,Not Available,,Not Available
6819782-20260109-121948,,Not Available,Not Available,Not Available,,Not Available
3593882-20260319-114241,,Not Available,Not Available,Not Available,,Not Available
6793235-20260306-102713,12534452,IN PP: PROPLAN Puppy,PETCARE,PETCARE,,Exact Product Code Match
6625977-20260223-181902,13680299,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINS MAS 16*450G PR RS4 OFF IN,Exact Product Code Match
7465624-20260213-120606,,Not Available,Not Available,Not Available,,Not Available
7320085-20260616-121106,,Not Available,Not Available,Not Available,,Not Available
6248455-20260612-090338,,Not Available,Not Available,Not Available,,Not Available
6248455-20260529-115821,,Not Available,Not Available,Not Available,,Not Available
6248455-20260521-163146,,Not Available,Not Available,Not Available,,Not Available
6248455-20260521-163719,,Not Available,Not Available,Not Available,,Not Available
